종목코드,종목명,거래량_매도,거래량_매수,거래량_순매수,거래대금_매도,거래대금_매수,거래대금_순매수
"096770","SK이노베이션","216986","519357","302371","50593940500","121276749500","70682809000"
"047810","한국항공우주","273737","1225151","951414","15335976800","68672254400","53336277600"
"033780","KT&G","141716","618389","476673","12141794600","53007908400","40866113800"
"259960","크래프톤","103333","216209","112876","27424863500","57427238000","30002374500"
"011070","LG이노텍","15231","88798","73567","5904589000","34460998500","28556409500"
"000270","기아","198851","397515","198664","16518088700","32990734900","16472646200"
"373220","LG에너지솔루션","53629","87956","34327","23321818500","38268657000","14946838500"
"323410","카카오뱅크","863102","1138439","275337","35741091450","47156092600","11415001150"
"078930","GS","98225","302712","204487","4653859500","14340594800","9686735300"
"010950","S-Oil","178746","258179","79433","21358135500","30864563500","9506428000"
"010130","고려아연","8322","21260","12938","4787306000","12223680000","7436374000"
"000810","삼성화재","42681","80402","37721","8349943000","15724100500","7374157500"
"005380","현대차","196414","231505","35091","36248389500","42747343000","6498953500"
"035250","강원랜드","124784","354403","229619","3498788650","9937702650","6438914000"
"030200","KT","211932","375000","163068","7951995750","14067214000","6115218250"
"034730","SK","19760","44086","24326","4881822500","10903386500","6021564000"
"316140","우리금융지주","897009","1298095","401086","13082780050","18947128750","5864348700"
"011200","HMM","454861","632728","177867","14019805000","19474094800","5454289800"
"009540","한국조선해양","54957","112550","57593","5079222400","10408543100","5329320700"
"079550","LIG넥스원","32807","92711","59904","2700822900","7656559000","4955736100"
"012450","한화에어로스페이스","100902","183492","82590","5749824800","10484188500","4734363700"
"000660","SK하이닉스","967295","1010719","43424","101293630000","105932273500","4638643500"
"034220","LG디스플레이","308363","580252","271889","5259740350","9892182500","4632442150"
"298020","효성티앤씨","3647","14714","11067","1494564000","6017429500","4522865500"
"014680","한솔케미칼","9500","27345","17845","2399603000","6866903500","4467300500"
"178920","PI첨단소재","59897","148971","89074","3013684700","7464713450","4451028750"
"195870","해성디에스","42327","105556","63229","2834781600","7046990600","4212209000"
"086280","현대글로비스","15938","35656","19718","3274557500","7322622000","4048064500"
"353200","대덕전자","153111","279153","126042","4730823700","8604565500","3873741800"
"377300","카카오페이","98846","133873","35027","10564244000","14302930500","3738686500"
"028260","삼성물산","103877","136239","32362","12153667500","15890239500","3736572000"
"000990","DB하이텍","73241","128172","54931","4898697600","8565131600","3666434000"
"383220","F&F","33004","57841","24837","4607762500","8061686000","3453923500"
"267250","HD현대","32233","86584","54351","2045590300","5499112300","3453522000"
"001120","LX인터내셔널","88907","171665","82758","3565475300","6871188750","3305713450"
"008770","호텔신라","75375","114655","39280","5955527100","9055236800","3099709700"
"003550","LG","201690","238978","37288","16212706000","19211160700","2998454700"
"000720","현대건설","116271","183912","67641","4893606750","7745246400","2851639650"
"005490","POSCO홀딩스","96913","106362","9449","27972994000","30726441000","2753447000"
"128940","한미약품","4122","13058","8936","1265942000","3998755500","2732813500"
"009830","한화솔루션","424272","489715","65443","17212963850","19889371400","2676407550"
"008560","메리츠증권","340089","788553","448464","1977297550","4575098460","2597800910"
"055550","신한지주","531317","593173","61856","22199548650","24775479100","2575930450"
"010140","삼성중공업","337817","770513","432696","2004041800","4566613110","2562571310"
"000100","유한양행","40880","83977","43097","2390710700","4905113400","2514402700"
"005070","코스모신소재","34966","83509","48543","1823262900","4319801200","2496538300"
