종목코드,종목명,거래량_매도,거래량_매수,거래량_순매수,거래대금_매도,거래대금_매수,거래대금_순매수
"015760","한국전력","641337","1867786","1226449","14848890950","43293570350","28444679400"
"079550","LIG넥스원","38210","260018","221808","2587335200","17691993400","15104658200"
"036460","한국가스공사","147024","504178","357154","5935327400","20340228550","14404901150"
"375500","DL이앤씨","22489","96066","73577","2879454000","12394327000","9514873000"
"047810","한국항공우주","186912","442580","255668","6879241100","16316792600","9437551500"
"028670","팬오션","786884","2094248","1307364","5074644450","13656256480","8581612030"
"012450","한화에어로스페이스","114927","269692","154765","6038267550","14210964950","8172697400"
"361610","SK아이이테크놀로지","22218","81453","59235","2731730500","10025935500","7294205000"
"034730","SK","27362","56910","29548","6206591500","12940896000","6734304500"
"081660","휠라홀딩스","81978","265522","183544","2869356950","9308580350","6439223400"
"010140","삼성중공업","646404","1710939","1064535","3741006880","9945771470","6204764590"
"302440","SK바이오사이언스","15712","51625","35913","2270409000","7479298000","5208889000"
"377300","카카오페이","68368","101904","33536","10140800000","15201683000","5060883000"
"112610","씨에스윈드","25507","99167","73660","1531248700","5991319600","4460070900"
"010060","OCI","45221","85174","39953","4717654000","8908683000","4191029000"
"036420","제이콘텐트리","8615","76554","67939","477944300","4299820400","3821876100"
"047040","대우건설","148052","744495","596443","924880420","4683724410","3758843990"
"138040","메리츠금융지주","153243","251765","98522","5722112700","9420781500","3698668800"
"195870","해성디에스","878","68318","67440","45821500","3600702000","3554880500"
"017960","한국카본","9807","303886","294079","113398350","3598938100","3485539750"
"008560","메리츠증권","401810","961182","559372","2420456440","5808514010","3388057570"
"329180","현대중공업","10084","39295","29211","1108572500","4320140000","3211567500"
"336260","두산퓨얼셀","69649","145452","75803","2685593000","5635730250","2950137250"
"093370","후성","146270","283182","136912","3075684000","5969181300","2893497300"
"010130","고려아연","6086","11123","5037","3269309000","5983234000","2713925000"
"084010","대한제강","9270","123977","114707","216911950","2902991000","2686079050"
"282330","BGF리테일","4383","19441","15058","726813000","3269072500","2542259500"
"005090","SGC에너지","11436","56971","45535","633399300","3171029000","2537629700"
"035250","강원랜드","117977","205504","87527","3127438800","5455859050","2328420250"
"004170","신세계","8118","16949","8831","2114029000","4413956500","2299927500"
"001120","LX인터내셔널","85669","163532","77863","2512441250","4800643100","2288201850"
"000060","메리츠화재","278950","330388","51438","11525812850","13694399800","2168586950"
"000150","두산","32753","49747","16994","3889442500","5881905500","1992463000"
"042660","대우조선해양","30512","103716","73204","809313000","2755491550","1946178550"
"008770","호텔신라","63132","87365","24233","5048424300","6991075100","1942650800"
"139480","이마트","18573","31799","13226","2406643000","4131489500","1724846500"
"042670","현대두산인프라코어","134378","375076","240698","918120170","2576254800","1658134630"
"001450","현대해상","55151","108619","53468","1573760500","3105452000","1531691500"
"014830","유니드","9812","26582","16770","856523000","2366414200","1509891200"
"111770","영원무역","28854","61976","33122","1216171600","2626573400","1410401800"
"108670","LX하우시스","1633","25816","24183","89096200","1434770500","1345674300"
"137310","에스디바이오센서","24578","47531","22953","1302685100","2519258900","1216573800"
"000490","대동","13104","112372","99268","157690800","1369710600","1212019800"
"010950","S-Oil","41074","54815","13741","3446639800","4600136200","1153496400"
"009830","한화솔루션","131469","164617","33148","4414061800","5533936500","1119874700"
"105630","한세실업","73022","121784","48762","1627205450","2729411000","1102205550"
"194370","제이에스코퍼레이션","29538","70765","41227","790429800","1884707100","1094277300"
"004000","롯데정밀화학","14288","27583","13295","1137336800","2202809900","1065473100"
"267250","현대중공업지주","32245","51593","19348","1639414450","2641065300","1001650850"
"178920","PI첨단소재","12234","35176","22942","530497950","1530489600","999991650"
"002990","금호건설","7486","100127","92641","78993350","1055241600","976248250"
"089860","롯데렌탈","4370","29387","25017","165002650","1109506300","944503650"
"267260","현대일렉트릭","39","45029","44990","795600","920568450","919772850"
"005300","롯데칠성","3838","9436","5598","625982000","1545237500","919255500"
"326030","SK바이오팜","16024","26865","10841","1341261100","2254685500","913424400"
"003000","부광약품","43335","114632","71297","537476450","1420155650","882679200"
"298050","효성첨단소재","3006","4476","1470","1388913500","2080529000","691615500"
"001230","동국제강","61556","101090","39534","1004343100","1659464200","655121100"
"082740","HSD엔진","4690","71844","67154","45313360","695765490","650452130"
"006650","대한유화","7236","10924","3688","1235156000","1867197000","632041000"
"089590","제주항공","18730","48046","29316","397008750","1018192900","621184150"
"069960","현대백화점","9383","17131","7748","722776500","1323632100","600855600"
"272210","한화시스템","68358","105832","37474","1070007900","1665164550","595156650"
"064350","현대로템","40573","69880","29307","802585600","1385520200","582934600"
"002030","아세아","1123","4971","3848","167383000","744243000","576860000"
"241560","두산밥캣","30234","44831","14597","1148137250","1709488450","561351200"
"323410","카카오뱅크","91486","102948","11462","4384785350","4929754300","544968950"
"055490","테이팩스","564","7349","6785","44868600","586146100","541277500"
"248070","솔루엠","3890","25484","21594","87856550","576484550","488628000"
"005070","코스모신소재","257","12131","11874","9937800","470834150","460896350"
"091810","티웨이항공","22596","150880","128284","79467440","531011325","451543885"
"029780","삼성카드","13941","27890","13949","445502450","890089600","444587150"
"003280","흥아해운","30635","161712","131077","102539210","539866290","437327080"
"192650","드림텍","7086","45605","38519","79807550","511598350","431790800"
"008930","한미사이언스","12452","21858","9406","565249150","993148900","427899750"
"003690","코리안리","1657","45322","43665","16150260","440789950","424639690"
"365550","ESR켄달스퀘어리츠","68465","135901","67436","430006140","852680160","422674020"
"000370","한화손해보험","8551","106990","98439","36323970","454311690","417987720"
"175330","JB금융지주","33208","83044","49836","271676310","679472500","407796190"
"381970","케이카","2582","15543","12961","79107300","475608750","396501450"
"330590","롯데리츠","39404","110639","71235","215913840","606649100","390735260"
"011790","SKC","15675","18513","2838","2140943000","2530092500","389149500"
"298000","효성화학","799","2211","1412","218138000","604983000","386845000"
"034120","SBS","1164","9633","8469","50616850","419000050","368383200"
"180640","한진칼","22078","28916","6838","1163446900","1530385000","366938100"
"286940","롯데정보통신","185","10038","9853","6757700","368784200","362026500"
"007340","디티알오토모티브","29","4908","4879","2110100","359819800","357709700"
"249420","일동제약","2735","8299","5564","159410600","486721700","327311100"
"005960","동부건설","137","23225","23088","1882350","319410050","317527700"
"363280","티와이홀딩스","21","11521","11500","569050","310629200","310060150"
"145720","덴티움","990","5956","4966","59199600","351503800","292304200"
"090430","아모레퍼시픽","42820","44343","1523","7743377500","8033075500","289698000"
"001060","JW중외제약","59832","71112","11280","1486988050","1766366900","279378850"
"003090","대웅","12299","21620","9321","365755550","644319850","278564300"
"153360","하이골드3호","1000","95458","94458","2695000","257259310","254564310"
"005880","대한해운","53955","145126","91171","150839015","405379680","254540665"
"126560","현대퓨처넷","281","62531","62250","1091475","243607685","242516210"
"400760","NH올원리츠","9333","55794","46461","48542700","291023100","242480400"
"002710","TCC스틸","2","24793","24791","19240","238551680","238532440"
"034310","NICE","84","14477","14393","1387600","239373100","237985500"
"003230","삼양식품","5883","8563","2680","517453700","753392200","235938500"
"183190","아세아시멘트","1019","2532","1513","156131500","382758000","226626500"
"344820","KCC글라스","7120","10983","3863","411477900","634774400","223296500"
"051915","LG화학우","302","1114","812","82668000","304293000","221625000"
"192080","더블유게임즈","6275","10700","4425","308374500","529096950","220722450"
"00104K","CJ4우(전환)","74","2738","2664","5488700","202645000","197156300"
"284740","쿠쿠홈시스","3246","8207","4961","125023650","317513300","192489650"
"010120","LS ELECTRIC","26709","31074","4365","1144707000","1335454350","190747350"
"026960","동서","16929","23614","6685","460743300","646319150","185575850"
"014790","한라","470","34205","33735","2531660","185113070","182581410"
"210980","SK디앤디","106","6187","6081","3144400","183824800","180680400"
"00279K","아모레G3우(전환)","5268","10034","4766","197733850","377526950","179793100"
"009540","한국조선해양","44550","46528","1978","3902038300","4080555500","178517200"
"000880","한화","53547","58563","5016","1607621150","1762930100","155308950"
"404990","신한서부티엔디리츠","18021","46423","28402","89057460","229690245","140632785"
"005610","SPC삼립","44","1712","1668","3665300","143608600","139943300"
"244920","에이플러스에셋","3","18856","18853","21960","139695070","139673110"
"395400","SK리츠","46597","68837","22240","289560580","428023470","138462890"
"035150","백산","1013","14382","13369","10165550","145171600","135006050"
"000210","DL","8385","10582","2197","500081600","635009800","134928200"
"039130","하나투어","14142","15856","1714","1098339900","1233075100","134735200"
"001130","대한제분","120","912","792","20014000","152983500","132969500"
"017390","서울가스","19","710","691","3600500","135068000","131467500"
"085620","미래에셋생명","885","31774","30889","3594565","129329300","125734735"
"005420","코스모화학","2512","11516","9004","33916000","156116950","122200950"
"004980","성신양회","503","9520","9017","6312950","120386100","114073150"
"123890","한국자산신탁","407","30855","30448","1498555","114556280","113057725"
"011170","롯데케미칼","25679","26050","371","5621219500","5733422000","112202500"
"007690","국도화학","2564","4681","2117","134855400","246975400","112120000"
"096770","SK이노베이션","50078","50568","490","10105110500","10216647000","111536500"
"272450","진에어","25435","31919","6484","416994600","525165050","108170450"
"306200","세아제강","218","1286","1068","21909000","128476200","106567200"
"073240","금호타이어","131925","158089","26164","517938875","623000640","105061765"
"336370","솔루스첨단소재","433","2059","1626","27315200","129976400","102661200"
"060980","한라홀딩스","9969","12468","2499","405843200","507430050","101586850"
"000080","하이트진로","35100","37977","2877","1245252350","1346762650","101510300"
"007700","F&F홀딩스","1227","4749","3522","33375500","129543250","96167750"
"102260","동성케미컬","713","20037","19324","3283560","92421310","89137750"
"047050","포스코인터내셔널","77340","80968","3628","1564342200","1649151200","84809000"
"128940","한미약품","4836","5102","266","1256711500","1329508500","72797000"
"004690","삼천리","64","771","707","6490500","77871000","71380500"
"081000","일진다이아","1419","4162","2743","36894000","108267500","71373500"
"003300","한일홀딩스","207","5883","5676","2643900","74012750","71368850"
"079980","휴비스","216","10022","9806","1548390","72031520","70483130"
"020000","한섬","8222","10138","1916","291956300","361726700","69770400"
"016580","환인제약","893","5012","4119","14823800","83560700","68736900"
"009410","태영건설","94","6803","6709","927780","67612740","66684960"
"000520","삼일제약","2","7946","7944","16640","66237900","66221260"
"001470","삼부토건","2114","31370","29256","4585405","68975365","64389960"
"005690","파미셀","261","6012","5751","2857950","66122150","63264200"
"077970","STX엔진","3204","7306","4102","41930300","105113900","63183600"
"334890","이지스밸류리츠","848","11449","10601","4856960","65515980","60659020"
