종목코드,종목명,거래량_매도,거래량_매수,거래량_순매수,거래대금_매도,거래대금_매수,거래대금_순매수
"035900","JYP Ent.","337131","616507","279376","18530352400","33498725500","14968373100"
"091990","셀트리온헬스케어","83317","242927","159610","4894232800","14300189100","9405956300"
"222800","심텍","66915","177595","110680","3270964550","8708142900","5437178350"
"048260","오스템임플란트","16404","69627","53223","1582357800","6804900700","5222542900"
"263750","펄어비스","62984","105033","42049","3819489000","6406942800","2587453800"
"183300","코미코","4724","49059","44335","267719900","2805543500","2537823600"
"067160","아프리카TV","25381","49126","23745","2555930500","4973560600","2417630100"
"053800","안랩","6777","25215","18438","711951600","2626484000","1914532400"
"213420","덕산네오룩스","19784","62843","43059","825043250","2612458150","1787414900"
"096530","씨젠","112268","156316","44048","4247589200","5920744700","1673155500"
"095610","테스","9921","68737","58816","261702100","1813549800","1551847700"
"319660","피에스케이","16304","49780","33476","746868200","2296577150","1549708950"
"090460","비에이치","85620","137699","52079","2250304000","3637999150","1387695150"
"214450","파마리서치","12853","28749","15896","1072539600","2423505000","1350965400"
"104830","원익머트리얼즈","5095","39854","34759","196235900","1538255100","1342019200"
"215200","메가스터디교육","30433","42317","11884","2790506800","3887260000","1096753200"
"189860","서전기전","9982","86885","76903","121567000","1064713000","943146000"
"194480","데브시스터즈","5657","23396","17739","298935250","1232917150","933981900"
"140860","파크시스템스","4156","12810","8654","440142500","1365989000","925846500"
"052400","코나아이","7616","42283","34667","196114350","1098069450","901955100"
"068240","다원시스","20829","50533","29704","617246750","1491683100","874436350"
"950130","엑세스바이오","0","50813","50813","0","825299300","825299300"
"143240","사람인에이치알","1803","19513","17710","80009200","882687150","802677950"
"357780","솔브레인","4052","7509","3457","933856000","1732507400","798651400"
"028300","HLB","67984","94560","26576","1981776250","2757865150","776088900"
"274090","켄코아에어로스페이스","3376","51951","48575","55097950","821543100","766445150"
"218410","RFHIC","27427","51716","24289","799298450","1510197850","710899400"
"045100","한양이엔지","5","45047","45042","80750","703122100","703041350"
"119610","인터로조","43235","63288","20053","1284754150","1983612250","698858100"
"086390","유니테스트","6919","33270","26351","174853950","840060200","665206250"
"063080","컴투스홀딩스","10905","19489","8584","817407700","1473780800","656373100"
"017890","한국알콜","1","53304","53303","11800","621065950","621054150"
"056190","에스에프에이","27713","43581","15868","1064196800","1677754300","613557500"
"166090","하나머티리얼즈","34163","43081","8918","2021308700","2591764100","570455400"
"038540","상상인","27382","79128","51746","290586650","853910200","563323550"
"052330","코텍","125","50197","50072","1340760","537263380","535922620"
"950180","SNK","0","14213","14213","0","519435150","519435150"
"084990","헬릭스미스","25013","49811","24798","522407600","1035639050","513231450"
"085370","루트로닉","84215","103299","19084","1878823850","2317444800","438620950"
"065510","휴비츠","2392","43969","41577","24274650","453559580","429284930"
"006730","서부T&D","18697","60482","41785","186787000","606168610","419381610"
"104480","티케이케미칼","34626","120156","85530","164496220","575296010","410799790"
"033290","코웰패션","20031","75633","55602","140759580","532279210","391519630"
"138080","오이솔루션","12257","24316","12059","380428350","756211850","375783500"
"131390","원익피앤이","5476","18111","12635","155117650","524943400","369825750"
"023160","태광","14627","46183","31556","167817650","532715350","364897700"
"140410","메지온","14403","34029","19626","255273350","602696200","347422850"
"950220","네오이뮨텍","24231","80000","55769","147611040","483781200","336170160"
"046440","KG모빌리언스","10","39680","39670","83700","330321930","330238230"
"053610","프로텍","0","11592","11592","0","308938550","308938550"
"267980","매일유업","4487","8926","4439","308926900","615842000","306915100"
"239890","피엔에이치테크","6758","18481","11723","173228700","479034300","305805600"
"064290","인텍플러스","7324","19250","11926","184908100","486654900","301746800"
"136540","윈스","39","17809","17770","633000","299984950","299351950"
"100120","뷰웍스","132","7724","7592","5148950","301469850","296320900"
"036710","심텍홀딩스","0","56480","56480","0","295697820","295697820"
"278650","노터스","192","6458","6266","8853700","303076550","294222850"
"033500","동성화인텍","10850","34732","23882","127330500","412615300","285284800"
"114810","아이원스","1","29955","29954","9300","279336070","279326770"
"000250","삼천당제약","15040","22165","7125","576424650","852955950","276531300"
"077360","덕산하이메탈","45544","76477","30933","384426360","656137340","271710980"
"098460","고영","57027","72602","15575","985260750","1256809650","271548900"
"086450","동국제약","27886","40922","13036","576995950","846553050","269557100"
"251970","펌텍코리아","0","14129","14129","0","263444750","263444750"
"035890","서희건설","1735","145035","143300","3122575","258450005","255327430"
"041440","현대에버다임","14717","41064","26347","131567470","381593870","250026400"
"178320","서진시스템","37430","51274","13844","681750500","930603800","248853300"
"136480","하림","10471","72849","62378","37916835","274769400","236852565"
"041830","인바디","3112","11854","8742","83312450","319239850","235927400"
"146320","비씨엔씨","3550","14311","10761","75077200","300746950","225669750"
"222160","바이옵트로","0","25073","25073","0","223620090","223620090"
"293780","압타바이오","10956","24460","13504","180296000","402741800","222445800"
"281740","레이크머티리얼즈","83468","130719","47251","386688320","607403145","220714825"
"031330","에스에이엠티","1000","50765","49765","4250000","217560300","213310300"
