종목코드,종목명,거래량_매도,거래량_매수,거래량_순매수,거래대금_매도,거래대금_매수,거래대금_순매수
"066970","엘앤에프","32040","114201","82161","6125316100","21893224500","15767908400"
"247540","에코프로비엠","9928","49603","39675","3419069900","17177532700","13758462800"
"035900","JYP Ent.","147859","386915","239056","7169628100","18800959300","11631331200"
"122870","와이지엔터테인먼트","68674","232149","163475","4210601400","14304911800","10094310400"
"041510","에스엠","139511","264455","124944","9948063000","18945321600","8997258600"
"091990","셀트리온헬스케어","74632","170841","96209","4705073000","10869853200","6164780200"
"222800","심텍","79287","147619","68332","3815174800","7143234800","3328060000"
"036930","주성엔지니어링","22922","151012","128090","489586600","3265509700","2775923100"
"056190","에스에프에이","27891","96252","68361","1071748100","3703161100","2631413000"
"230360","에코마케팅","13021","154327","141306","239178050","2868887850","2629709800"
"200130","콜마비앤에이치","51286","116620","65334","1887545500","4314731000","2427185500"
"106240","파인테크닉스","138747","321183","182436","1864029800","4274450850","2410421050"
"214150","클래시스","35067","161468","126401","660224750","3056453850","2396229100"
"319660","피에스케이","27230","65527","38297","1313262350","3170607700","1857345350"
"036640","HRS","259","204546","204287","2161730","1718276910","1716115180"
"067990","도이치모터스","343","201220","200877","2898650","1704962830","1702064180"
"298540","더네이쳐홀딩스","56","48614","48558","1922500","1678889350","1676966850"
"034230","파라다이스","54488","151164","96676","932805000","2593874800","1661069800"
"241840","에이스토리","32208","84531","52323","966196000","2545708400","1579512400"
"237880","클리오","9939","71215","61276","237824500","1718199650","1480375150"
"035080","인터파크","77918","293766","215848","486559250","1848135360","1361576110"
"137080","나래나노텍","2830","69790","66960","42620900","1018241550","975620650"
"241710","코스메카코리아","1501","49579","48078","24251250","814766300","790515050"
"213420","덕산네오룩스","24446","42946","18500","988928500","1770424650","781496150"
"049070","인탑스","11596","36223","24627","358430950","1127951800","769520850"
"051500","CJ프레시웨이","5384","24728","19344","205048500","946951150","741902650"
"051370","인터플렉스","52744","95283","42539","946041100","1683578800","737537700"
"095660","네오위즈","11128","41117","29989","261319600","948843200","687523600"
"104480","티케이케미칼","29612","152602","122990","161050190","837512820","676462630"
"054780","키이스트","6000","54335","48335","75448300","682964250","607515950"
"093320","케이아이엔엑스","3","9396","9393","179400","565079600","564900200"
"036540","SFA반도체","106527","190536","84009","699357430","1258334840","558977410"
"090850","현대이지웰","4950","57407","52457","49706950","583789580","534082630"
"046390","삼화네트웍스","11069","131444","120375","47233450","550357930","503124480"
"230240","에치에프알","1891","18181","16290","53818800","516340000","462521200"
"166090","하나머티리얼즈","13890","22528","8638","724500200","1184670200","460170000"
"330860","네패스아크","10","10177","10167","437250","448493050","448055800"
"035760","CJ ENM","9480","12462","2982","1232784600","1623190800","390406200"
"195940","HK이노엔","24625","33688","9063","1040853000","1425252950","384399950"
"376980","원티드랩","3781","16248","12467","115673000","498627450","382954450"
"064550","바이오니아","13438","23848","10410","461466800","818705250","357238450"
"095610","테스","9454","22611","13157","242612850","583731650","341118800"
"054210","이랜텍","12844","31513","18669","227290750","558849900","331559150"
"148150","세경하이테크","4000","17636","13636","96600000","427884150","331284150"
"033290","코웰패션","19728","58349","38621","160098110","473345840","313247730"
"039840","디오","413","9916","9503","13158850","315888700","302729850"
"306040","에스제이그룹","694","12941","12247","16681000","315541300","298860300"
"033500","동성화인텍","7509","36796","29287","75758500","373063450","297304950"
"226950","올릭스","69","10749","10680","1883700","293980700","292097000"
"348370","엔켐","8216","11127","2911","792653600","1077531700","284878100"
"121600","나노신소재","976","6034","5058","54076700","337937400","283860700"
"043650","국순당","0","25880","25880","0","272802000","272802000"
"104830","원익머트리얼즈","4181","11120","6939","150176850","401293650","251116800"
"089970","에이피티씨","5506","19149","13643","101054900","351032300","249977400"
"215200","메가스터디교육","5210","8177","2967","431085300","678423600","247338300"
"225570","넷게임즈","25","12915","12890","421700","219318300","218896600"
"272110","케이엔제이","0","15498","15498","0","210667900","210667900"
"239890","피엔에이치테크","0","8722","8722","0","210007850","210007850"
"246710","티앤알바이오팹","11","5318","5307","397650","191775650","191378000"
"064290","인텍플러스","3","7115","7112","79500","189995650","189916150"
"092070","디엔에프","2000","12900","10900","33469950","217560450","184090500"
"377480","마인즈랩","0","9086","9086","0","182894000","182894000"
"190510","나무가","7680","23697","16017","82650150","254902150","172252000"
"357230","에이치피오","1394","14384","12990","17955100","186085000","168129900"
"129890","앱코","0","10000","10000","0","163250000","163250000"
"089150","케이씨티","0","22594","22594","0","161368440","161368440"
"049960","쎌바이오텍","0","10343","10343","0","157726700","157726700"
"127710","아시아경제","0","46285","46285","0","152074110","152074110"
"041830","인바디","1216","8004","6788","26926450","178026550","151100100"
"183490","엔지켐생명과학","24210","28750","4540","769551750","919779250","150227500"
"214180","민앤지","14","8332","8318","249200","147877900","147628700"
"219130","타이거일렉","0","7450","7450","0","140061100","140061100"
"232680","라온테크","0","3650","3650","0","139678900","139678900"
"039340","한국경제TV","0","20300","20300","0","136992380","136992380"
"032540","TJ미디어","9","19304","19295","65040","133318910","133253870"
"077360","덕산하이메탈","14180","22488","8308","223335550","356351650","133016100"
"335890","비올","5448","60698","55250","12840885","141911335","129070450"
"038110","에코플라스틱","851","50851","50000","2252790","130438075","128185285"
"290550","디케이티","18","9350","9332","245700","127244050","126998350"
"042520","한스바이오메드","1","10000","9999","12250","123717200","123704950"
"058630","엠게임","0","13571","13571","0","120890650","120890650"
"065680","우주일렉트로","1000","5228","4228","26992500","140260400","113267900"
"088390","이녹스","0","5212","5212","0","108752000","108752000"
"285490","노바텍","1571","4525","2954","57448100","165969200","108521100"
"377450","리파인","22235","30938","8703","276614450","383699650","107085200"
"205470","휴마시스","269","5432","5163","5540900","112266400","106725500"
"067280","멀티캠퍼스","0","2505","2505","0","106104450","106104450"
"405350","IBKS제17호스팩","9644","55785","46141","22724210","128707790","105983580"
"177830","파버나인","1037","21648","20611","5316270","109380055","104063785"
"067900","와이엔텍","21","8000","7979","265650","101600000","101334350"
"020710","시공테크","0","16537","16537","0","100744370","100744370"
"150900","파수","7023","18464","11441","60330520","158834270","98503750"
"031330","에스에이엠티","831","24751","23920","3291315","98866015","95574700"
"263750","펄어비스","33327","34288","961","3142339000","3237588600","95249600"
"117670","알파홀딩스","86099","112477","26378","309092290","403538705","94446415"
"097870","효성오앤비","1422","11506","10084","13519590","107105620","93586030"
"085370","루트로닉","61041","65069","4028","1232631000","1325037950","92406950"
"033170","시그네틱스","0","38761","38761","0","92264895","92264895"
"044480","블루베리 NFT","0","23000","23000","0","92116690","92116690"
"102370","케이옥션","0","3500","3500","0","92035400","92035400"
"263020","디케이앤디","277","21606","21329","1223010","92653960","91430950"
"950180","SNK","0","2447","2447","0","90713200","90713200"
"042500","링네트","0","15000","15000","0","90073000","90073000"
"100120","뷰웍스","719","3017","2298","27439900","115850600","88410700"
"031980","피에스케이홀딩스","25237","30807","5570","374901800","460915100","86013300"
"091700","파트론","39972","47090","7118","458022050","541656200","83634150"
"950220","네오이뮨텍(Reg.S)","12337","25169","12832","80002070","163483310","83481240"
"290740","액트로","0","10091","10091","0","82031470","82031470"
"041140","넥슨지티","18","4586","4568","313100","79284150","78971050"
"220100","퓨쳐켐","1505","6443","4938","23226700","99428750","76202050"
"203450","유니온커뮤니티","0","20000","20000","0","74620460","74620460"
"027710","팜스토리","315034","346364","31330","855432950","929976710","74543760"
"115960","연우","1133","4179","3046","27545400","101945750","74400350"
"071280","로체시스템즈","0","14115","14115","0","73174460","73174460"
"092730","네오팜","770","3563","2793","19993950","92581550","72587600"
"170920","엘티씨","0","6077","6077","0","72101350","72101350"
"061970","엘비세미콘","16452","22839","6387","179776400","250312900","70536500"
"155650","와이엠씨","22","10300","10278","148060","69047250","68899190"
"391060","엔에이치스팩20호","9000","39071","30071","18630000","80976970","62346970"
"019210","와이지-원","221","7032","6811","1953280","62838240","60884960"
"337930","브랜드엑스코퍼레이션","23","7556","7533","182620","60182840","60000220"
"072990","에이치시티","11","4001","3990","162800","59539750","59376950"
"023910","대한약품","0","2114","2114","0","59292950","59292950"
"341160","하나금융15호스팩","0","27120","27120","0","57192600","57192600"
"052330","코텍","36","5286","5250","376850","55933600","55556750"
"023410","유진기업","28108","40018","11910","128271250","182641885","54370635"
"053610","프로텍","1398","3055","1657","43445750","94099650","50653900"
"084850","아이티엠반도체","4903","6363","1460","167310400","217649350","50338950"
"236200","슈프리마","0","2000","2000","0","48375000","48375000"
"013810","스페코","3879","11328","7449","24309140","72317960","48008820"
"023160","태광","110","4829","4719","1094280","48106550","47012270"
"104200","NHN벅스","3591","6903","3312","53286350","100151550","46865200"
"409570","한국제10호스팩","11709","31023","19314","24877250","65868760","40991510"
"024060","흥구석유","5469","10508","5039","46952710","87705430","40752720"
"066130","하츠","0","4327","4327","0","39030950","39030950"
"220630","맘스터치","0","5301","5301","0","38227560","38227560"
"317330","덕산테코피아","559","1858","1299","16518450","54262200","37743750"
"060720","KH바텍","10020","11707","1687","216999800","254259050","37259250"
"321820","와이더플래닛","0","2352","2352","0","36889000","36889000"
"260660","알리코제약","0","4619","4619","0","36559760","36559760"
"298870","케이티비네트워크","18352","27000","8648","77473730","113848945","36375215"
"281740","레이크머티리얼즈","0","8000","8000","0","36287265","36287265"
"038390","레드캡투어","1","1425","1424","23650","33912550","33888900"
"043150","바텍","49","998","949","1716250","35328900","33612650"
