종목코드,종목명,거래량_매도,거래량_매수,거래량_순매수,거래대금_매도,거래대금_매수,거래대금_순매수
"352820","하이브","28738","119167","90429","7973700500","33122339500","25148639000"
"161890","한국콜마","58257","364460","306203","2702164950","16892908050","14190743100"
"028670","팬오션","982678","2592697","1610019","6377560270","16873556460","10495996190"
"068270","셀트리온","77839","141571","63732","12501665000","22880286000","10378621000"
"373220","LG에너지솔루션","42126","63871","21745","18615978500","28245728500","9629750000"
"377300","카카오페이","43129","99665","56536","6004140500","13910069500","7905929000"
"089860","롯데렌탈","12947","172992","160045","489618900","6564812950","6075194050"
"011170","롯데케미칼","21456","48091","26635","4836667000","10861755000","6025088000"
"030200","KT","257849","438027","180178","8208503200","13970897250","5762394050"
"069960","현대백화점","14520","82956","68436","1127760400","6462093500","5334333100"
"383220","F&F","8844","14927","6083","7104429000","11997323000","4892894000"
"004170","신세계","7475","25345","17870","1938240500","6581270500","4643030000"
"008770","호텔신라","89442","137577","48135","7242906900","11159727600","3916820700"
"138040","메리츠금융지주","138475","227763","89288","5598783850","9175857000","3577073150"
"005830","DB손해보험","80017","124847","44830","4736809700","7416667200","2679857500"
"000150","두산","5790","32965","27175","542116900","3122420200","2580303300"
"361610","SK아이이테크놀로지","37045","58271","21226","4450147500","7019373000","2569225500"
"381970","케이카","2903","84614","81711","87143500","2557119850","2469976350"
"375500","DL이앤씨","19641","39175","19534","2395467000","4781927000","2386460000"
"055490","테이팩스","9509","40413","30904","732423800","3106350300","2373926500"
"010620","현대미포조선","32523","59062","26539","2407517300","4383707200","1976189900"
"006360","GS건설","112154","158374","46220","4557968450","6447751150","1889782700"
"011200","HMM","316694","376708","60014","9806232900","11625746150","1819513250"
"353200","대덕전자","8743","87782","79039","193689150","1944935650","1751246500"
"000060","메리츠화재","150412","190039","39627","6518726450","8228418900","1709692450"
"001450","현대해상","178074","238120","60046","4891508950","6576012750","1684503800"
"137310","에스디바이오센서","4228","36071","31843","218951200","1874223100","1655271900"
"006280","녹십자","4512","12930","8418","879008500","2533333500","1654325000"
"029780","삼성카드","20850","68567","47717","667635750","2200950350","1533314600"
"097950","CJ제일제당","10216","14121","3905","3872996500","5392162500","1519166000"
"030000","제일기획","86501","148417","61916","1971999900","3399944650","1427944750"
"241590","화승엔터프라이즈","10914","93588","82674","178187500","1544222200","1366034700"
"259960","크래프톤","38101","42794","4693","10450624000","11752037500","1301413500"
"035250","강원랜드","129628","175822","46194","3408244500","4623340200","1215095700"
"248070","솔루엠","2644","55111","52467","60535950","1272861350","1212325400"
"018880","한온시스템","190403","291700","101297","2239051300","3447988850","1208937550"
"114090","GKL","39919","118015","78096","596053400","1770208350","1174154950"
"014680","한솔케미칼","8028","13328","5300","1709467500","2855772500","1146305000"
"036420","제이콘텐트리","18020","38001","19981","1014376500","2147713400","1133336900"
"084010","대한제강","70133","120125","49992","1553715100","2670712750","1116997650"
"069620","대웅제약","7126","13828","6702","1169332000","2279437000","1110105000"
"010060","OCI","70358","81561","11203","6794630400","7888741800","1094111400"
"008930","한미사이언스","20430","42148","21718","981597200","2034007900","1052410700"
"329180","현대중공업","41129","51136","10007","4170124700","5213744900","1043620200"
"008560","메리츠증권","962894","1119374","156480","6006198380","7001177340","994978960"
"019170","신풍제약","13891","55470","41579","324660350","1308797050","984136700"
"023530","롯데쇼핑","11984","22656","10672","1040467300","1969563800","929096500"
"097520","엠씨넥스","1525","21122","19597","67367500","941951750","874584250"
"180640","한진칼","23173","38353","15180","1265735400","2105667500","839932100"
"051600","한전KPS","45551","69452","23901","1589903000","2428403800","838500800"
"010780","아이에스동서","8752","24380","15628","464231200","1297182300","832951100"
"051900","LG생활건강","9183","9932","749","9255447000","10013499000","758052000"
"008040","사조동아원","19790","604940","585150","24297660","773917120","749619460"
"006800","미래에셋증권","362666","445800","83134","3204638950","3943610400","738971450"
"002380","KCC","8431","10589","2158","2666410000","3359035000","692625000"
"000120","CJ대한통운","7076","12134","5058","882810500","1519936500","637126000"
"035510","신세계 I&C","2662","6250","3588","439947500","1074278500","634331000"
"001680","대상","29827","57016","27189","692942650","1326967550","634024900"
"282330","BGF리테일","4038","7852","3814","660659500","1282635500","621976000"
"005390","신성통상","150","170463","170313","535915","607468875","606932960"
"033240","자화전자","14459","40086","25627","320244050","892761550","572517500"
"009160","SIMPAC","5684","87967","82283","39436340","609692150","570255810"
"007340","디티알오토모티브","1591","9591","8000","110891500","670349100","559457600"
"108670","LX하우시스","1144","11407","10263","59411400","593333100","533921700"
"112610","씨에스윈드","15440","25530","10090","785321200","1301803800","516482600"
"003030","세아제강지주","529","5452","4923","55776500","571370500","515594000"
"079160","CJ CGV","37587","57380","19793","967294050","1479372900","512078850"
"002790","아모레G","21646","31823","10177","1047094200","1538848600","491754400"
"012510","더존비즈온","993","10248","9255","50725600","522015100","471289500"
"003220","대원제약","23110","45550","22440","454657150","911488300","456831150"
"006650","대한유화","6094","8638","2544","1044228500","1480559000","436330500"
"330590","롯데리츠","39903","116567","76664","218902090","640081430","421179340"
"363280","티와이홀딩스","6369","22555","16186","163900850","581545250","417644400"
"336370","솔루스첨단소재","11027","17341","6314","681656900","1075443000","393786100"
"011790","SKC","25195","28017","2822","3331057500","3712957000","381899500"
"042700","한미반도체","3925","15133","11208","130980400","505640950","374660550"
"267260","현대일렉트릭","1826","18405","16579","35422950","359368000","323945050"
"365550","ESR켄달스퀘어리츠","12080","64030","51950","73362640","388655920","315293280"
"035150","백산","6658","35847","29189","68617200","372118000","303500800"
"175330","JB금융지주","24799","61402","36603","203858450","505326040","301467590"
